user_id,country,age,session_duration,pages_viewed,click_through_rate,total_orders,avg_order_value,loyalty_score,conversion
U1514,Germany,23,283,3,0.24,8,140.19,4,0
U1515,India,21,547,13,0.66,4,58.09,3,0
U1516,China,37,288,6,0.41,14,144.89,6,0
U1517,Brazil,44,449,13,0.89,14,137.44,9,1
U1518,Brazil,32,247,23,0.13,2,98.27,8,0
U1519,India,23,329,20,0.51,2,91.18,4,1
U1520,Germany,31,369,20,0.88,11,61.81,2,0
U1521,US,28,191,12,0.86,2,12.57,8,0
U1522,Germany,56,131,13,0.19,5,27.87,8,0
U1523,India,26,246,2,0.38,3,115.59,6,0
U1524,Brazil,43,545,21,0.61,7,76.02,8,1
U1525,Germany,33,250,24,0.19,14,30.98,9,0
U1526,Brazil,22,481,23,0.92,12,46.95,1,0
U1527,US,27,179,16,0.87,10,142.7,9,1
U1528,Brazil,20,279,23,0.2,12,61.4,2,0
U1529,Brazil,30,112,6,0.16,10,137.08,1,1
U1530,China,47,510,19,0.13,10,52.65,8,0
U1531,China,23,471,21,0.87,4,86.05,8,0
U1532,China,34,296,13,0.22,0,12.87,4,1
U1533,Brazil,36,465,17,0.42,8,83.06,8,1
U1534,India,59,481,23,0.45,0,99.17,7,0
U1535,Brazil,52,306,9,0.59,5,42.8,2,0
U1536,India,43,131,17,0.11,0,91.05,5,0
U1537,India,22,244,2,0.25,2,100.6,4,0
U1538,China,46,65,19,0.89,14,106.16,3,1
U1539,Germany,54,265,19,0.87,9,118.7,1,1
U1540,US,37,446,24,0.75,4,53.59,5,0
U1541,China,38,135,7,0.07,14,89.49,8,1
U1542,China,27,236,22,0.34,9,147.42,9,0
U1543,Germany,22,408,10,0.62,6,135.74,7,0
U1544,US,53,314,10,0.3,13,143.37,1,1
U1545,Brazil,23,367,20,0.87,9,64.06,1,1
U1546,Brazil,43,404,9,0.62,7,120.17,1,1
U1547,China,21,186,17,0.11,11,96.79,2,0
U1548,US,56,346,15,0.87,8,21.58,1,1
U1549,China,56,546,2,0.91,5,125.36,4,0
U1550,India,52,442,4,0.12,14,104.79,9,0
U1551,China,18,465,19,0.53,10,37.85,4,1
U1552,China,41,447,17,0.32,8,21.16,4,0
U1553,Brazil,53,584,5,0.4,7,127.18,7,1
U1554,Brazil,23,335,7,0.21,8,21.05,9,0
U1555,Brazil,58,559,18,0.57,9,22.79,7,0
U1556,India,48,396,21,0.91,3,69.84,1,1
U1557,Brazil,37,540,22,0.5,8,28.87,1,0
U1558,US,41,332,7,0.12,14,137.91,4,1
U1559,Germany,42,117,17,0.61,6,75.84,4,0
U1560,US,53,387,7,0.36,4,89.68,1,1
U1561,US,38,168,4,0.82,4,139.93,6,0
U1562,Brazil,47,338,8,0.44,0,84.24,2,0
U1563,Germany,41,387,13,0.22,1,59.5,5,0
U1564,Germany,59,374,4,0.22,9,121.6,8,1
U1565,Germany,47,533,6,0.74,2,72.0,3,1
U1566,India,39,170,5,0.29,13,54.59,9,1
U1567,Brazil,45,288,12,0.74,13,111.25,7,0
U1568,Germany,24,556,4,0.24,7,122.22,9,0
U1569,India,52,215,24,0.34,5,120.84,1,0
U1570,China,45,532,9,0.47,11,146.87,5,1
U1571,China,31,331,4,0.9,9,120.13,3,0
U1572,India,27,61,19,0.89,10,117.79,4,1
U1573,India,33,570,24,0.24,12,130.05,4,1
U1574,Brazil,33,345,14,0.37,14,10.03,7,0
U1575,Brazil,48,72,5,0.18,13,60.74,8,0
U1576,China,59,557,18,0.51,4,113.26,5,1
U1577,Germany,42,297,10,0.46,12,93.96,7,0
U1578,China,30,153,19,0.86,0,34.86,3,0
U1579,Germany,23,397,12,0.89,11,52.52,3,0
U1580,Germany,26,230,18,0.4,10,57.15,3,1
U1581,Brazil,53,526,17,0.49,11,89.5,4,1
U1582,US,37,202,24,0.86,8,126.42,6,0
U1583,US,35,260,11,0.78,2,140.55,5,0
U1584,India,38,239,3,0.05,2,115.01,8,0
U1585,Brazil,21,423,23,0.34,1,128.01,5,1
U1586,Germany,50,538,17,0.43,3,75.81,5,0
U1587,US,44,530,1,0.26,11,64.57,2,0
U1588,Germany,24,443,15,0.23,1,64.98,5,1
U1589,US,23,476,9,0.08,12,96.25,7,1
U1590,US,32,367,15,0.63,8,27.39,2,1
U1591,US,35,426,24,0.29,11,91.13,6,1
U1592,Brazil,49,60,3,0.1,9,103.12,7,0
U1593,China,28,103,22,0.26,6,71.45,5,0
U1594,Germany,37,157,19,0.77,7,143.44,9,0
U1595,Brazil,41,324,13,0.82,2,95.15,4,0
U1596,Brazil,32,199,12,0.48,5,40.8,1,1
U1597,Brazil,24,540,20,0.42,14,77.09,8,1
U1598,Brazil,38,296,1,0.93,9,104.56,8,1
U1599,Brazil,59,131,21,0.23,5,55.31,7,0
U1600,India,43,249,17,0.24,12,21.15,8,1
U1601,Germany,31,327,13,0.31,0,91.68,2,1
U1602,Brazil,54,380,1,0.21,5,142.7,3,0
U1603,Germany,38,166,10,0.39,12,77.91,9,1
U1604,India,35,291,15,0.87,13,136.86,1,0
U1605,India,22,101,7,0.6,2,126.9,8,0
U1606,Germany,20,198,22,0.42,10,30.64,8,1
U1607,US,40,332,18,0.89,2,109.14,7,1
U1608,China,43,540,16,0.09,2,70.97,5,0
U1609,US,54,475,14,0.24,9,45.03,4,0
U1610,US,41,565,18,0.56,10,106.17,6,1
U1611,US,36,483,7,0.6,14,113.97,1,1
U1612,Brazil,42,466,17,0.09,10,35.19,5,1
U1613,India,38,449,18,0.41,14,138.02,4,0
U1614,US,29,401,12,0.63,9,115.16,4,0
U1615,India,58,552,8,0.68,10,140.67,7,0
U1616,Germany,50,251,22,0.62,7,54.39,9,0
U1617,China,21,558,2,0.34,12,141.51,8,0
U1618,Germany,59,292,7,0.13,4,61.59,8,0
U1619,Germany,24,286,4,0.43,3,17.56,5,1
U1620,Brazil,39,430,18,0.17,12,116.82,6,0
U1621,China,50,198,6,0.9,8,108.49,2,1
U1622,Germany,34,208,9,0.48,8,93.71,3,0
U1623,Germany,41,174,9,0.34,0,78.59,5,0
U1624,China,51,509,14,0.74,1,14.5,2,0
U1625,China,45,122,8,0.5,7,97.44,3,0
U1626,Germany,58,163,19,0.33,4,68.36,4,0
U1627,China,56,332,3,0.78,6,88.43,6,1
U1628,Germany,39,65,18,0.83,0,70.1,5,1
U1629,Germany,34,206,5,0.66,11,145.25,4,0
U1630,Brazil,51,243,14,0.09,9,94.58,2,0
U1631,US,23,87,4,0.56,11,114.89,5,1
U1632,Germany,23,178,7,0.74,4,141.09,5,1
U1633,India,51,352,20,0.17,10,92.82,7,0
U1634,US,18,430,12,0.26,11,11.69,1,1
U1635,US,27,303,2,0.84,2,14.8,4,1
U1636,US,38,277,11,0.07,9,108.33,5,1
U1637,Brazil,22,236,14,0.73,11,49.07,8,1
U1638,Germany,19,358,22,0.48,11,91.11,8,1
U1639,Brazil,39,117,23,0.45,13,38.32,1,1
U1640,Germany,19,328,16,0.06,1,47.83,5,0
U1641,Brazil,27,367,20,0.79,1,80.65,1,0
U1642,Brazil,51,347,6,0.37,8,146.58,1,1
U1643,India,33,164,23,0.54,12,96.28,2,1
U1644,Brazil,56,287,4,0.66,3,141.06,2,1
U1645,China,39,306,15,0.68,3,144.31,9,0
U1646,India,29,553,24,0.91,6,39.14,4,0
U1647,Brazil,41,142,1,0.53,9,53.57,3,0
U1648,US,57,245,7,0.41,9,117.8,1,0
U1649,China,55,311,12,0.91,12,131.35,2,0
U1650,China,27,414,10,0.63,1,82.69,6,1
U1651,China,52,269,5,0.32,2,149.05,9,0
U1652,India,49,506,12,0.16,2,11.62,5,1
U1653,Brazil,24,519,18,0.81,5,51.94,4,1
U1654,Brazil,38,531,10,0.38,2,97.24,5,0
U1655,US,37,429,6,0.64,10,75.7,9,0
U1656,US,43,551,12,0.47,4,26.32,7,1
U1657,China,21,196,7,0.23,3,61.49,8,1
U1658,US,39,426,18,0.59,2,13.56,4,1
U1659,India,32,243,2,0.1,7,99.98,8,1
U1660,Brazil,57,346,10,0.42,13,134.98,6,1
U1661,China,38,531,15,0.54,9,133.88,5,0
U1662,US,32,434,12,0.44,2,107.94,7,1
U1663,India,39,596,17,0.72,5,75.21,6,1
U1664,India,45,570,4,0.8,12,81.68,3,1
U1665,US,31,309,7,0.74,14,29.17,5,0
U1666,Brazil,44,569,9,0.08,6,57.74,9,1
U1667,US,58,132,19,0.22,6,36.28,7,1
U1668,China,57,341,23,0.53,1,124.97,4,1
U1669,US,45,419,7,0.89,13,138.07,7,0
U1670,India,43,69,23,0.8,2,85.17,5,0
U1671,US,19,270,2,0.81,11,111.89,2,0
U1672,Brazil,42,211,6,0.32,9,27.01,6,0
U1673,Germany,20,64,18,0.44,9,95.19,7,0
U1674,US,25,254,6,0.47,14,108.39,8,1
U1675,Brazil,50,342,13,0.19,3,73.39,6,0
U1676,Brazil,59,523,19,0.08,6,44.06,8,0
U1677,India,52,172,2,0.9,1,132.83,7,0
U1678,Brazil,23,330,12,0.27,2,114.01,2,0
U1679,Brazil,56,222,15,0.27,6,135.98,6,0
U1680,Brazil,40,519,14,0.13,6,124.58,9,0
U1681,Brazil,42,164,6,0.89,14,148.65,6,1
U1682,China,36,341,18,0.57,9,36.9,4,1
U1683,China,22,221,5,0.65,2,22.14,7,0
U1684,India,28,410,18,0.87,11,57.18,3,0
U1685,US,29,493,3,0.36,0,28.06,5,0
U1686,Brazil,27,199,3,0.61,11,83.24,1,1
U1687,US,25,530,22,0.08,2,98.62,3,0
U1688,US,41,191,22,0.22,4,90.96,8,0
U1689,India,45,146,10,0.8,6,46.29,9,0
U1690,Brazil,58,242,19,0.74,3,137.24,9,0
U1691,Brazil,53,427,3,0.37,12,12.96,2,0
U1692,Germany,54,188,12,0.39,12,58.72,4,0
U1693,US,38,305,16,0.53,10,110.66,5,0
U1694,US,25,437,17,0.05,10,117.37,3,0
U1695,China,26,208,7,0.27,14,68.26,1,0
U1696,Germany,32,492,13,0.24,0,12.37,6,1
U1697,China,57,528,24,0.28,5,96.53,2,1
U1698,China,35,505,2,0.78,1,18.83,9,0
U1699,China,59,540,4,0.3,11,25.1,1,1
U1700,India,37,353,10,0.22,2,101.04,9,1
U1701,India,23,202,7,0.5,3,53.75,7,1
U1702,China,29,309,24,0.83,5,58.72,2,0
U1703,Germany,19,361,17,0.27,5,78.15,6,1
U1704,US,24,84,20,0.12,6,147.0,8,0
U1705,Germany,33,129,6,0.37,4,145.16,2,1
U1706,Brazil,20,171,19,0.72,6,68.28,5,0
U1707,India,20,423,5,0.55,1,47.17,6,0
U1708,US,44,362,10,0.79,0,52.36,3,0
U1709,US,57,530,9,0.91,11,47.63,2,0
U1710,Brazil,55,150,13,0.76,9,84.51,6,1
U1711,Brazil,50,589,19,0.59,7,94.96,3,0
U1712,China,45,251,21,0.49,0,78.43,2,0
U1713,India,18,301,24,0.09,11,67.12,1,0
U1714,India,25,197,6,0.94,1,39.58,8,0
U1715,Germany,54,404,4,0.4,10,77.55,1,1
U1716,China,49,239,24,0.19,11,57.75,5,1
U1717,China,54,562,3,0.65,9,85.82,6,0
U1718,China,21,262,3,0.31,5,104.53,3,0
U1719,China,47,251,4,0.58,0,98.66,7,1
U1720,India,23,64,5,0.58,9,74.75,2,0
U1721,India,36,296,8,0.45,2,87.85,7,1
U1722,China,49,370,16,0.8,6,49.88,2,0
U1723,Germany,26,115,22,0.29,11,13.39,5,0
U1724,US,29,502,3,0.45,7,97.5,7,0
U1725,US,28,296,24,0.53,3,45.36,3,0
U1726,Germany,33,256,12,0.65,11,103.65,4,0
U1727,China,18,573,8,0.76,2,114.58,1,1
U1728,India,38,508,13,0.41,0,138.23,3,1
U1729,US,47,419,4,0.63,11,144.14,9,1
U1730,Brazil,30,89,14,0.19,8,11.47,5,1
U1731,Brazil,51,167,14,0.89,9,148.65,8,0
U1732,Germany,21,504,13,0.39,5,105.62,2,1
U1733,China,45,497,6,0.71,5,100.09,3,0
U1734,US,55,516,17,0.07,8,12.13,7,1
U1735,China,48,554,4,0.23,0,130.57,4,0
U1736,US,44,306,8,0.49,5,30.37,9,1
U1737,Germany,22,498,17,0.84,11,127.23,7,1
U1738,Germany,42,337,3,0.52,4,12.18,1,0
U1739,Brazil,20,170,17,0.89,12,100.43,4,0
U1740,China,50,444,9,0.49,10,70.87,6,0
U1741,Brazil,21,250,2,0.49,14,38.11,6,0
U1742,China,42,549,13,0.16,5,25.06,6,1
U1743,Brazil,37,485,20,0.77,13,71.62,5,1
U1744,India,51,464,2,0.27,10,27.26,3,1
U1745,India,43,394,20,0.86,7,78.1,2,0
U1746,India,22,268,11,0.87,4,97.53,3,1
U1747,India,52,81,22,0.9,1,125.83,9,0
U1748,US,45,267,15,0.52,11,105.01,3,0
U1749,India,46,67,11,0.66,11,19.13,3,1
U1750,Germany,26,588,23,0.75,1,53.04,1,1
U1751,Germany,55,225,3,0.17,9,50.32,2,0
U1752,US,23,555,3,0.59,4,138.1,3,0
U1753,India,36,488,12,0.08,2,131.49,2,1
U1754,India,28,222,24,0.5,9,61.82,8,1
U1755,India,19,425,5,0.19,2,19.96,6,1
U1756,Brazil,26,585,20,0.21,7,135.18,7,0
U1757,China,38,298,7,0.38,6,134.35,1,1
U1758,Brazil,41,131,7,0.44,0,129.66,6,0
U1759,China,51,504,13,0.61,11,128.31,2,1
U1760,India,39,568,9,0.12,12,77.24,6,1
U1761,India,20,328,21,0.5,11,34.84,3,0
U1762,Brazil,29,474,13,0.21,4,76.85,7,1
U1763,Brazil,45,304,12,0.57,8,79.24,3,0
U1764,China,47,119,13,0.62,3,78.59,9,0
U1765,Germany,43,65,24,0.55,0,85.43,3,1
U1766,China,38,466,10,0.71,7,46.07,7,1
U1767,Brazil,45,276,1,0.35,4,61.27,4,1
U1768,Brazil,43,85,8,0.74,1,70.79,8,1
U1769,US,50,64,22,0.44,14,28.36,2,0
U1770,Brazil,38,591,16,0.49,11,73.75,8,1
U1771,US,52,449,13,0.63,0,123.47,9,0
U1772,Germany,51,507,3,0.07,13,125.93,8,1
U1773,China,58,205,3,0.64,11,67.62,6,0
U1774,China,35,447,24,0.61,11,82.63,1,1
U1775,US,28,308,5,0.33,11,14.71,7,0
U1776,China,40,585,11,0.13,2,104.42,1,1
U1777,Brazil,39,521,7,0.13,8,66.64,7,1
U1778,India,34,72,21,0.88,0,72.37,2,0
U1779,US,22,443,24,0.67,3,132.31,8,1
U1780,China,28,458,10,0.16,7,74.66,2,1
U1781,US,47,78,10,0.37,7,12.97,3,1
U1782,US,32,550,20,0.58,9,41.85,3,1
U1783,India,44,478,2,0.8,11,76.59,1,0
U1784,Brazil,52,396,3,0.09,10,69.42,5,0
U1785,US,50,478,8,0.26,12,130.45,5,0
U1786,China,37,181,11,0.85,10,85.9,5,0
U1787,Germany,33,491,13,0.06,7,106.55,9,0
U1788,US,51,103,7,0.23,9,75.71,6,0
U1789,US,19,376,13,0.91,7,71.55,6,0
U1790,India,52,440,2,0.6,3,72.48,3,0
U1791,Brazil,57,204,6,0.29,7,67.53,5,0
U1792,Germany,45,386,9,0.11,8,85.4,7,1
U1793,China,56,422,20,0.08,6,45.06,3,1
U1794,Germany,23,109,2,0.27,13,134.75,2,0
U1795,China,26,124,18,0.84,11,56.63,5,1
U1796,Brazil,37,414,16,0.42,1,30.65,3,0
U1797,China,18,223,12,0.7,8,23.52,5,1
U1798,India,25,200,7,0.88,10,11.88,9,0
U1799,India,40,187,7,0.42,7,69.2,1,0
U1800,India,20,457,17,0.22,12,36.27,4,1
U1801,India,21,522,13,0.52,4,13.03,5,1
U1802,Germany,42,246,11,0.87,14,82.8,2,0
U1803,Brazil,55,249,6,0.77,11,105.2,2,1
U1804,China,32,447,23,0.11,2,22.01,1,0
U1805,China,38,488,14,0.67,6,74.53,8,0
U1806,India,52,343,6,0.56,13,114.11,2,0
U1807,India,31,296,6,0.87,13,148.01,3,0
U1808,US,53,253,2,0.16,14,103.41,2,0
U1809,Brazil,29,346,22,0.53,1,44.28,4,1
U1810,Germany,34,195,20,0.84,12,110.32,1,0
U1811,China,56,230,15,0.42,2,93.71,3,0
U1812,US,26,218,17,0.48,11,39.65,5,0
U1813,US,52,260,8,0.11,8,129.16,1,1
U1814,China,30,546,5,0.3,3,69.84,4,1
U1815,Germany,32,563,17,0.34,3,144.68,6,1
U1816,US,35,430,20,0.9,2,111.21,4,1
U1817,US,50,162,1,0.3,4,100.24,7,1
U1818,Brazil,23,184,22,0.46,2,111.97,7,1
U1819,Germany,44,372,18,0.65,8,76.93,6,1
U1820,US,40,517,15,0.2,14,80.73,9,0
U1821,Germany,44,289,5,0.49,2,129.17,2,0
U1822,China,51,256,7,0.71,1,105.33,8,1
U1823,India,55,482,18,0.83,11,135.61,8,0
U1824,US,31,230,6,0.61,4,134.72,4,0
U1825,Brazil,53,441,22,0.65,5,146.71,6,1
U1826,China,25,232,21,0.16,0,108.03,6,1
U1827,Germany,52,512,5,0.9,13,80.32,5,0
U1828,China,36,409,19,0.17,11,33.28,1,1
U1829,US,47,553,10,0.75,10,108.75,3,1
U1830,Germany,31,63,15,0.29,5,50.82,7,1
U1831,India,37,152,10,0.89,9,49.61,8,1
U1832,China,42,65,16,0.7,2,43.36,2,1
U1833,US,57,347,12,0.73,3,132.52,3,0
U1834,Brazil,41,205,18,0.25,5,131.52,4,0
U1835,Germany,31,483,23,0.45,7,98.34,5,0
U1836,China,43,516,1,0.61,14,76.22,3,1
U1837,China,55,261,16,0.74,8,104.1,5,1
U1838,India,40,271,22,0.14,5,95.01,8,1
U1839,India,39,65,6,0.92,6,68.2,8,0
U1840,Brazil,36,435,3,0.85,14,63.15,2,1
U1841,Brazil,20,506,2,0.29,13,63.59,6,0
U1842,US,59,165,2,0.79,4,92.48,4,0
U1843,US,36,460,13,0.52,13,100.67,9,0
U1844,Brazil,26,155,9,0.47,11,73.24,2,0
U1845,Brazil,45,447,16,0.33,14,145.62,8,1
U1846,Germany,37,511,5,0.57,8,21.74,1,0
U1847,India,24,475,23,0.71,3,58.59,6,0
U1848,US,31,563,21,0.42,9,68.67,1,1
U1849,India,26,513,7,0.62,10,12.37,2,0
U1850,India,36,350,13,0.68,5,61.09,3,0
U1851,Brazil,31,593,20,0.69,4,48.32,9,0
U1852,Germany,55,252,24,0.1,0,80.85,5,0
U1853,China,53,209,13,0.82,4,57.1,2,0
U1854,Germany,57,574,7,0.46,12,111.67,5,0
U1855,Germany,34,452,10,0.29,4,81.39,5,1
U1856,India,47,375,15,0.27,13,28.17,1,0
U1857,Germany,26,135,21,0.48,8,115.01,3,0
U1858,US,50,329,6,0.85,0,23.89,5,1
U1859,India,42,284,5,0.39,14,127.47,9,0
U1860,US,31,589,23,0.72,4,140.4,1,1
U1861,China,28,172,2,0.14,14,55.14,8,0
U1862,India,52,310,21,0.48,6,139.66,1,0
U1863,China,58,292,15,0.94,10,121.02,9,1
U1864,India,31,142,16,0.74,5,139.14,6,0
U1865,Brazil,47,184,19,0.24,5,103.28,1,0
U1866,Germany,58,234,9,0.5,11,42.99,8,1
U1867,Brazil,21,128,22,0.26,6,135.23,5,0
U1868,China,21,106,19,0.42,5,35.8,7,1
U1869,Germany,45,315,7,0.75,4,39.83,7,1
U1870,India,25,89,4,0.74,9,47.95,7,0
U1871,Germany,19,340,3,0.26,4,52.59,6,1
U1872,US,58,296,24,0.88,8,82.03,8,0
U1873,Germany,39,307,20,0.58,13,109.88,9,1
U1874,US,58,427,11,0.39,7,139.67,2,1
U1875,Germany,33,554,1,0.5,13,22.38,7,1
U1876,US,46,84,6,0.59,11,143.61,2,0
U1877,China,47,549,11,0.55,14,138.99,6,1
U1878,Brazil,29,553,1,0.49,9,17.56,2,0
U1879,India,52,373,21,0.5,13,60.44,6,0
U1880,Germany,28,434,7,0.21,3,123.84,2,1
U1881,Brazil,38,84,6,0.78,3,95.62,1,0
U1882,India,38,393,14,0.54,9,119.07,7,1
U1883,India,22,414,2,0.17,4,110.66,3,0
U1884,US,37,175,4,0.74,12,79.55,4,1
U1885,China,54,107,11,0.89,12,15.77,6,0
U1886,China,20,158,15,0.9,2,91.8,5,0
U1887,Brazil,50,518,18,0.38,14,16.8,4,0
U1888,China,26,582,1,0.17,7,94.52,9,1
U1889,Germany,26,464,3,0.52,6,122.06,6,0
U1890,China,21,273,3,0.15,4,91.9,6,1
U1891,Brazil,52,562,7,0.89,9,149.58,2,0
U1892,China,34,507,1,0.22,2,73.82,6,0
U1893,Germany,51,317,11,0.28,14,114.84,7,0
U1894,US,41,180,6,0.42,4,103.41,8,0
U1895,Brazil,49,113,20,0.39,2,148.8,8,1
U1896,US,18,390,3,0.77,9,109.85,9,1
U1897,US,25,300,19,0.46,4,32.96,3,0
U1898,US,40,589,2,0.2,0,143.77,7,1
U1899,India,57,542,18,0.29,5,103.49,7,1
U1900,India,29,246,12,0.51,9,18.31,1,0
U1901,US,29,321,10,0.18,3,102.06,8,0
U1902,Brazil,32,423,5,0.6,3,133.64,4,0
U1903,Germany,58,550,9,0.56,7,90.79,5,0
U1904,Germany,36,490,2,0.69,1,59.56,6,0
U1905,China,43,298,2,0.89,3,124.93,3,0
U1906,Brazil,46,363,6,0.87,14,119.55,5,1
U1907,India,39,357,10,0.9,1,86.19,5,0
U1908,US,57,135,18,0.27,0,31.61,1,0
U1909,China,38,392,12,0.17,9,45.14,3,0
U1910,Germany,55,533,4,0.32,12,113.39,3,0
U1911,India,37,342,22,0.86,12,122.85,1,0
U1912,India,46,131,21,0.92,2,49.1,7,1
U1913,US,21,322,17,0.82,11,61.52,1,0
U1914,Germany,24,71,15,0.15,7,20.87,7,1
U1915,Brazil,45,200,6,0.9,5,109.88,4,0
U1916,India,45,76,16,0.43,11,10.5,9,1
U1917,US,21,122,17,0.06,6,16.52,7,0
U1918,Brazil,39,312,3,0.45,1,10.61,5,0
U1919,Germany,29,524,10,0.09,5,100.34,7,1
U1920,India,20,435,5,0.54,13,68.43,9,0
U1921,Brazil,39,579,14,0.35,7,51.66,6,1
U1922,Brazil,19,149,21,0.48,7,137.78,1,0
U1923,Brazil,41,234,13,0.6,3,36.99,6,1
U1924,India,51,135,6,0.83,5,64.51,1,1
U1925,India,44,459,12,0.65,13,141.64,4,1
U1926,China,58,130,8,0.44,4,69.79,8,0
U1927,Germany,18,239,5,0.79,8,87.66,5,0
U1928,US,25,183,15,0.87,7,21.25,5,1
U1929,Brazil,40,440,16,0.16,1,120.62,8,1
U1930,China,55,352,1,0.53,11,69.19,8,1
U1931,US,23,254,16,0.31,12,122.07,1,0
U1932,China,39,287,5,0.09,6,45.53,5,1
U1933,India,42,490,3,0.65,6,69.15,5,0
U1934,Brazil,35,495,20,0.83,10,120.12,8,0
U1935,US,34,520,15,0.2,13,146.34,1,0
U1936,US,29,80,13,0.78,13,18.35,7,0
U1937,US,23,123,24,0.82,11,123.74,7,1
U1938,US,43,224,16,0.87,0,52.1,9,0
U1939,US,44,86,23,0.29,0,87.1,2,1
U1940,China,25,370,11,0.86,11,50.61,3,0
U1941,Brazil,36,344,21,0.34,3,95.88,4,0
U1942,India,59,340,2,0.55,4,59.53,1,0
U1943,India,18,223,22,0.1,14,56.71,7,0
U1944,India,46,283,6,0.09,3,15.31,3,0
U1945,India,52,205,6,0.7,6,30.57,3,1
U1946,China,57,89,14,0.45,2,138.39,3,1
U1947,Germany,31,104,11,0.28,6,149.76,8,0
U1948,Brazil,52,530,8,0.22,12,119.27,9,0
U1949,US,37,93,8,0.65,7,50.15,2,0
U1950,Germany,30,486,1,0.05,5,66.34,1,1
U1951,India,55,280,21,0.78,5,113.53,9,0
U1952,Germany,25,593,7,0.12,7,145.59,6,0
U1953,Brazil,37,426,6,0.22,7,73.77,9,1
U1954,US,50,175,21,0.4,6,126.13,6,1
U1955,US,43,298,8,0.49,5,146.51,2,0
U1956,Brazil,56,394,19,0.37,5,132.29,1,0
U1957,Brazil,38,500,22,0.34,9,41.8,8,1
U1958,India,59,207,21,0.92,10,11.12,3,1
U1959,US,58,68,24,0.63,12,78.89,1,1
U1960,Germany,26,347,20,0.07,12,84.39,8,1
U1961,China,41,447,8,0.44,5,38.18,1,1
U1962,China,54,109,14,0.84,7,49.85,8,1
U1963,Brazil,58,576,18,0.32,0,117.12,1,1
U1964,India,34,337,16,0.14,4,75.85,9,1
U1965,China,41,359,9,0.73,2,54.43,9,1
U1966,US,38,194,15,0.6,11,97.17,9,0
U1967,Brazil,56,206,10,0.56,7,101.39,3,0
U1968,Germany,58,549,22,0.1,10,117.72,4,1
U1969,Brazil,56,537,16,0.18,5,31.94,5,0
U1970,Germany,30,218,4,0.61,13,113.81,6,1
U1971,Brazil,28,443,20,0.24,1,93.92,9,0
U1972,Brazil,36,222,13,0.5,14,18.06,4,1
U1973,Brazil,28,500,22,0.54,12,118.84,6,0
U1974,Germany,30,248,5,0.31,6,63.63,1,1
U1975,Germany,18,474,22,0.9,6,56.25,2,1
U1976,Brazil,57,398,7,0.81,12,72.73,8,0
U1977,China,36,240,23,0.7,4,58.46,4,0
U1978,India,29,347,9,0.12,7,57.36,7,0
U1979,India,25,246,8,0.15,13,123.13,4,0
U1980,India,25,197,16,0.49,4,27.43,9,0
U1981,Germany,29,189,6,0.19,0,145.88,9,0
U1982,Germany,50,253,16,0.93,8,87.69,4,1
U1983,China,43,375,6,0.19,3,35.61,8,0
U1984,India,56,203,14,0.49,12,28.37,6,1
U1985,India,45,75,21,0.38,1,92.81,1,0
U1986,Brazil,22,361,1,0.63,3,98.62,7,1
U1987,Germany,25,482,9,0.17,13,17.42,1,0
U1988,India,42,304,24,0.44,12,44.02,3,1
U1989,China,44,166,13,0.3,8,121.36,8,1
U1990,China,40,147,19,0.85,1,16.95,9,1
U1991,India,47,188,17,0.09,3,129.71,3,0
U1992,Germany,40,400,11,0.87,1,102.14,1,1
U1993,China,37,63,8,0.8,4,70.82,1,0
U1994,Brazil,35,386,23,0.32,2,58.5,7,0
U1995,China,35,469,5,0.76,9,12.69,5,0
U1996,US,19,365,10,0.08,1,125.53,1,0
U1997,US,21,284,7,0.92,13,29.98,6,0
U1998,Germany,47,407,10,0.52,8,53.34,6,1
U1999,India,50,380,4,0.32,4,89.67,4,0
U2000,Germany,53,240,9,0.38,9,44.44,7,0
U2001,Germany,35,445,14,0.11,4,79.6,7,0
U2002,Germany,54,167,2,0.94,0,123.31,9,1
U2003,Germany,36,590,9,0.09,5,75.88,1,1
U2004,Brazil,45,469,21,0.64,12,142.86,5,0
U2005,Brazil,57,355,1,0.45,6,128.65,3,1
U2006,China,37,230,23,0.9,0,56.63,7,1
U2007,US,50,390,10,0.27,8,65.99,4,0
U2008,Germany,29,552,10,0.53,7,69.27,4,0
U2009,China,32,254,20,0.48,11,97.67,1,1
U2010,US,58,71,22,0.68,13,50.15,1,1
U2011,India,56,254,3,0.11,13,145.69,2,0
U2012,Brazil,19,549,6,0.22,7,95.22,2,0
U2013,US,46,241,6,0.24,6,65.92,1,0
U2014,India,58,375,21,0.71,4,100.3,8,1
U2015,US,27,89,2,0.22,2,65.36,6,1
U2016,Brazil,19,155,18,0.57,14,124.49,6,0
U2017,Brazil,28,440,23,0.24,11,89.5,9,0
U2018,China,30,503,2,0.83,13,15.88,5,1
U2019,Germany,27,357,12,0.9,8,34.75,4,1
U2020,US,31,420,22,0.52,13,131.1,6,1
U2021,US,35,433,5,0.37,6,88.81,8,1
U2022,India,26,362,20,0.26,10,143.05,1,1
U2023,Brazil,56,480,7,0.09,9,20.14,7,0
U2024,US,45,305,24,0.29,9,51.34,8,0
U2025,Brazil,20,296,16,0.64,7,37.1,9,0
U2026,US,37,593,20,0.53,13,87.54,8,1
U2027,China,23,244,1,0.9,5,63.59,7,0
U2028,Germany,44,527,1,0.41,11,32.02,3,0
